filename,tokens,mean_surprisal,median_surprisal,min_surprisal,max_surprisal,uid_variance,uid_pairwise,vocab_size,sentence_length
llama-7b-finetune-articlegen_16.csv,107,5.424159849412896,4.238309860229492,0.0013140297960489,20.9920597076416,20.702999210336994,34.55794256163434,82,11.125
llama-7b-finetune-articlegen_160.csv,62,5.289220008383235,4.464796781539917,0.0152197172865271,20.232824325561523,17.23961795589219,34.70038221600637,49,10.6
llama-7b-finetune-articlegen_161.csv,71,4.204500467378751,3.919931888580322,0.0044541680254042,17.38970375061035,10.57235155630637,19.775301050625647,58,15.75
llama-7b-finetune-articlegen_162.csv,1023,4.249270069302617,3.7213287353515625,0.0007223359425552,15.055760383605955,9.765432982895405,20.373094475261194,443,24.128205128205128
llama-7b-finetune-articlegen_163.csv,87,4.708243492493291,2.687626838684082,0.0003262019599787,23.14350700378418,35.15807992117289,47.72041634108557,43,18.25
llama-7b-finetune-articlegen_164.csv,52,5.029172918759286,4.02563738822937,0.0231878571212291,14.88768196105957,13.13716726931602,24.23612671430382,44,8.4
llama-7b-finetune-articlegen_165.csv,30,5.140225230914075,3.7642855644226074,0.0018660140922293,21.284008026123047,20.262161859137976,22.86964751040546,27,5.25
llama-7b-finetune-articlegen_166.csv,114,4.984411666860085,4.2815165519714355,0.0058532482944428,26.693035125732425,16.51793448271121,33.9731064199049,84,20.0
llama-7b-finetune-articlegen_167.csv,65,4.528273760240811,4.035435676574707,0.0538422539830207,22.748497009277344,13.99917442512124,27.383544678782606,50,10.4
llama-7b-finetune-articlegen_168.csv,62,6.058248078811072,4.6351401805877686,0.0422686003148555,24.745758056640625,26.259132894483862,43.1832392080381,52,6.142857142857143
llama-7b-finetune-articlegen_169.csv,163,4.885902317174414,4.709989547729492,0.000547868781723,17.745208740234375,15.015304303228703,22.55666907374565,120,19.8
llama-7b-finetune-articlegen_17.csv,1023,3.8898208994984356,3.4123151302337646,0.0003736806975211,16.688217163085938,8.831617580771155,18.077517322212522,412,15.210526315789474
llama-7b-finetune-articlegen_170.csv,117,3.269940574296987,0.9174693822860718,0.0003502851759549,16.38026237487793,19.8101777280393,24.100769773714134,48,8.6
llama-7b-finetune-articlegen_171.csv,80,5.274471018835902,5.0960259437561035,0.3133111000061035,17.982839584350586,9.187262268012057,18.506872689321305,65,24.0
llama-7b-finetune-articlegen_172.csv,1023,2.356873469611204,0.3983775675296783,8.805780817056075e-05,18.30436134338379,11.57100268180001,14.641827949360492,256,23.681818181818183
llama-7b-finetune-articlegen_173.csv,74,4.450973868786162,3.805441260337829,0.0007015157607384,13.290443420410156,10.608910530189501,20.207372108935697,55,11.4
llama-7b-finetune-articlegen_174.csv,312,3.9391312757873562,3.0497480630874634,0.000344264350133,18.34247589111328,16.542453679342305,34.17349388484762,122,10.45
llama-7b-finetune-articlegen_175.csv,184,4.917670559799856,3.972739577293396,0.00201075989753,19.616416931152344,16.78084871692221,31.77372059455234,116,8.714285714285714
llama-7b-finetune-articlegen_176.csv,1023,3.1950702091106447,2.637326717376709,7.791024108882993e-05,19.63143920898437,9.219696731048836,13.49744767591489,330,22.85
llama-7b-finetune-articlegen_177.csv,59,5.277934017638533,3.919931888580322,0.0511041767895221,30.76288604736328,29.577351251456157,44.7188921755405,48,15.333333333333334
llama-7b-finetune-articlegen_178.csv,72,4.992343017210563,3.9068020582199097,0.0778550803661346,19.93295288085937,17.94230223901335,35.056253768047505,62,14.0
llama-7b-finetune-articlegen_179.csv,171,4.432934083601416,4.027888298034668,0.0015786322765052,18.377553939819336,10.833137651885716,17.377689440143193,90,6.411764705882353
llama-7b-finetune-articlegen_18.csv,51,6.544333881315063,6.406566143035889,0.2402593940496444,17.282060623168945,20.200389192850835,38.130358576152844,41,9.0
llama-7b-finetune-articlegen_180.csv,212,3.864772972869379,3.4086008071899414,0.0017672578105702,13.384206771850586,8.96020656267768,18.529369884412816,112,9.0
llama-7b-finetune-articlegen_181.csv,180,4.167480844817086,3.397371768951416,0.0007252611103467,19.424598693847656,12.540514955947815,21.058747589453567,96,18.625
llama-7b-finetune-articlegen_182.csv,89,5.601870204711835,5.201801776885986,0.0030036198440939,16.36100959777832,16.93052108723787,33.83182541528725,67,7.75
llama-7b-finetune-articlegen_183.csv,127,3.9374778751099635,3.465930938720703,0.0008608579519204,13.747008323669434,8.748015157128814,20.021590958082516,91,22.4
llama-7b-finetune-articlegen_184.csv,63,7.0890966016680945,6.20289945602417,0.0200195405632257,21.46347045898437,25.32176087889429,47.600869733633566,48,26.0
llama-7b-finetune-articlegen_185.csv,101,5.1935249679528255,4.588669776916504,0.0184674710035324,21.625843048095703,15.837530357079402,26.171294915155386,77,18.5
llama-7b-finetune-articlegen_186.csv,162,3.887714265691933,3.6975457668304443,0.0024950448423624,16.147079467773438,7.91876581662034,13.945222526208488,106,13.9
llama-7b-finetune-articlegen_187.csv,54,3.80533107731888,3.2054072618484497,0.0025989336427301,13.31300163269043,8.967747750273086,19.25800218463625,44,25.0
llama-7b-finetune-articlegen_188.csv,89,3.9380320041450894,3.5087265968322754,0.0168612990528345,14.29049301147461,9.549515387501225,17.134198345088922,63,12.666666666666666
llama-7b-finetune-articlegen_189.csv,89,5.082450478013312,4.53720760345459,0.0652884319424629,20.121034622192383,12.538652194383374,23.43300722284585,71,20.25
llama-7b-finetune-articlegen_19.csv,248,2.513203166035011,0.4602649211883545,8.083206921583042e-06,28.84455108642578,13.939953696452353,19.939299291697235,99,15.071428571428571
llama-7b-finetune-articlegen_190.csv,85,6.977064817713793,6.746767520904541,0.0005127714248374,31.71314811706543,30.179977378255625,71.6505318611925,59,6.714285714285714
llama-7b-finetune-articlegen_191.csv,278,4.34337695936669,3.584043502807617,0.0007323159952647,22.30778694152832,13.895488788610233,27.50696260529173,151,18.416666666666668
llama-7b-finetune-articlegen_192.csv,168,5.077469906769693,4.604260683059692,0.1072076335549354,17.976896286010742,13.611894077404727,25.674894397262733,109,14.2
llama-7b-finetune-articlegen_193.csv,143,2.509771802163458,1.0416579246520996,0.0002077700046356,22.40287399291992,13.57329204797677,14.995185494985874,61,17.857142857142858
llama-7b-finetune-articlegen_194.csv,55,6.209043632312254,5.293107032775879,0.273635983467102,21.84406280517578,18.694644107952602,43.36584567706035,48,24.0
