filename,tokens,mean_surprisal,median_surprisal,min_surprisal,max_surprisal,uid_variance,uid_pairwise
mistral-7b-v0.1_295.csv,96,3.649218457027928,2.420385003089905,0.0003327387967146,15.903308868408203,13.27639909860666,25.209803261107318
mistral-7b-v0.1_296.csv,211,4.015124191136389,1.926086902618408,0.0004618473467417,23.268310546875,22.217373620586837,45.93058175357447
mistral-7b-v0.1_297.csv,523,3.6184047777360684,2.666423082351685,6.380697595886886e-05,32.189903259277344,15.79457795314887,33.29207503904287
mistral-7b-v0.1_298.csv,51,5.9813357382549395,5.925712585449219,0.00092220766237,17.61800765991211,16.707788390041756,30.43212048119432
mistral-7b-v0.1_299.csv,112,3.7533222929926393,3.0397613048553467,0.000317084864946,21.390369415283203,11.729298891961752,16.772305923174336
mistral-7b-v0.1_3.csv,231,3.3942345367192472,2.473707437515259,0.0002887017617467,19.044021606445312,11.499170372831701,19.776256670297396
mistral-7b-v0.1_30.csv,210,3.1445502888547794,2.7329185009002686,0.0001210808695759,14.520755767822266,7.897626856699175,14.049736759422926
mistral-7b-v0.1_31.csv,168,4.779691690384512,3.041113495826721,0.0002768326376099,39.5949592590332,31.087538594147958,68.70540105296263
mistral-7b-v0.1_32.csv,1023,0.7490846602839366,0.0047528217546641,0.0001412046694895,28.080026626586918,10.014320313458006,16.26707679634989
mistral-7b-v0.1_33.csv,120,4.174464996966223,3.5639489889144897,0.0157357547432184,18.63561248779297,14.005752067140607,23.550965031651042
mistral-7b-v0.1_34.csv,331,3.68543645546393,2.5774972438812256,0.0001974495971808,25.24217796325684,14.875845450738346,25.79162408891689
mistral-7b-v0.1_35.csv,174,4.639672444618993,3.1465816497802734,0.0003458125574979,22.280397415161133,20.413999510102265,42.83276495672065
mistral-7b-v0.1_36.csv,72,4.432792401872575,3.9417779445648193,0.1031253263354301,19.30923843383789,10.776033724669153,22.480097828584487
mistral-7b-v0.1_37.csv,683,1.431097935230376,0.0068114325404167,0.0001830011460697,23.84446907043457,15.42185342518395,24.985351042125412
mistral-7b-v0.1_38.csv,382,4.409795331922287,3.019330859184265,0.000354241754394,37.81938171386719,25.862639058639452,52.32305051536549
mistral-7b-v0.1_39.csv,132,5.232488039407148,4.04570460319519,4.98750569022377e-06,28.44666862487793,23.450996837765015,47.726183856565314
mistral-7b-v0.1_4.csv,218,4.3380740515592295,3.2448947429656982,0.0002215306594735,24.760780334472656,15.465926859002098,30.362272300579356
mistral-7b-v0.1_40.csv,104,3.9289395494673114,1.7340717911720276,0.0089505109935998,27.200767517089844,28.6409249341659,52.191264719101156
mistral-7b-v0.1_41.csv,411,3.090818005696833,1.7907474040985107,0.0004089467111043,19.87819099426269,13.897400746230739,23.012783879330172
mistral-7b-v0.1_42.csv,473,3.2622324066218558,1.526657223701477,2.1841962734470144e-05,20.01136016845703,17.169855237834092,28.10274821589608
mistral-7b-v0.1_43.csv,756,2.933347648780986,1.3323463797569275,0.0002077700046356,24.452205657958984,13.83681417421244,19.174992429791683
mistral-7b-v0.1_44.csv,295,3.5982845912301484,2.3075742721557617,9.923740435624497e-05,31.340673446655277,17.362594721445596,31.344577255660766
mistral-7b-v0.1_45.csv,1023,2.2639337870679306,0.0964881628751754,0.0001425806694896,34.91539764404297,19.184534226712767,30.606708531142818
mistral-7b-v0.1_46.csv,64,4.165110100058882,3.8584518432617183,0.0016561112133786,11.712016105651855,8.497620593514567,18.88077940591192
mistral-7b-v0.1_47.csv,43,4.521123063877937,3.3758466243743896,2.6657557100406848e-05,16.628101348876953,21.12951924784766,21.38357097147812
mistral-7b-v0.1_48.csv,72,3.931952547357974,3.1162551641464233,0.000228755059652,18.02259063720703,12.440563731858807,27.784669463549545
mistral-7b-v0.1_49.csv,295,4.692734609086903,3.3311469554901123,0.00041548392619,31.261537551879883,27.25907857280972,52.55156978119556
mistral-7b-v0.1_5.csv,344,3.1771781231798975,2.4551135301589966,1.530653753434308e-05,18.290069580078125,9.06593346017381,17.223942688208574
mistral-7b-v0.1_50.csv,231,3.7243874706054516,3.192695617675781,0.0002620393643155,12.66357421875,8.32834987766078,15.148256847130945
mistral-7b-v0.1_51.csv,1023,1.4104455151874076,0.0441473051905632,3.0097276976448484e-05,26.336891174316406,6.387423278043577,8.105633432232864
mistral-7b-v0.1_52.csv,400,3.462017456454291,2.2524991035461426,3.4396535397718253e-07,16.220144271850586,12.326513556134934,25.071642046803316
mistral-7b-v0.1_53.csv,405,1.5838628552824239,0.0412771143019199,7.859821198508143e-05,24.633514404296875,11.43449856139272,15.811453858255152
mistral-7b-v0.1_54.csv,318,3.347948071596366,2.4835249185562134,0.0002356354671064,24.2246208190918,11.36283679288971,19.860660119087342
mistral-7b-v0.1_55.csv,38,4.461308653218255,2.3279759883880615,0.0006310563767328,16.917579650878906,24.95525610558398,45.734304423985286
mistral-7b-v0.1_56.csv,487,3.5438883024077974,1.3109573125839231,-0.0,28.13494682312012,20.462354731450986,43.82341866423788
mistral-7b-v0.1_57.csv,135,4.669583659534584,3.3606693744659424,0.000240795809077,34.679168701171875,30.787945363448625,58.503613598698564
mistral-7b-v0.1_58.csv,388,2.9301316841563527,0.6437859237194061,0.0001002693679765,24.700693130493164,18.507791546489138,30.2120822069701
mistral-7b-v0.1_59.csv,871,3.9292893757538154,1.7556002140045166,0.0002692639536689,38.42374801635742,31.92790827441947,68.59822568902304
mistral-7b-v0.1_6.csv,41,4.333448468911938,3.760303020477295,0.0342467129230499,12.663042068481444,10.460573018713507,15.117302155606001
mistral-7b-v0.1_60.csv,367,4.34443656585277,3.0725200176239014,0.0002893898345064,31.54875946044922,17.995253632224372,32.943322231379284
mistral-7b-v0.1_61.csv,435,3.8569822101780193,3.0436973571777344,0.0006561769987456,20.4110164642334,10.514597731057588,19.447249868693252
mistral-7b-v0.1_62.csv,287,3.9453109291529986,2.442363739013672,6.380697595886886e-05,25.602598190307617,21.25412297825283,39.41057597501078
mistral-7b-v0.1_63.csv,55,6.179392570104788,5.826200008392334,0.0056615844368934,26.40595245361328,29.2625929748431,47.457707783627136
mistral-7b-v0.1_64.csv,141,3.220829346897543,2.451368570327759,0.0045105814933776,16.915998458862305,8.428111843931267,15.595212233046125
mistral-7b-v0.1_65.csv,131,4.009881598143554,3.303781270980835,0.0003265460254624,29.26729202270508,14.751158614936026,30.090579835972793
