filename,tokens,mean_surprisal,median_surprisal,min_surprisal,max_surprisal,uid_variance,uid_pairwise
mistral-7b-instruct-v0.3_293.csv,493,2.9792746700512285,1.9381107091903689,1.7198266277773658e-07,14.231990814208984,9.001169760201641,18.746372891591506
mistral-7b-instruct-v0.3_294.csv,111,4.3915133705941605,3.422398090362549,0.0036855624057352,15.392913818359377,14.986817135113306,27.580133110828985
mistral-7b-instruct-v0.3_295.csv,92,4.484824069859156,3.4836080074310303,0.0010280485730618,17.478713989257812,16.288966811281067,29.90976521716815
mistral-7b-instruct-v0.3_296.csv,167,4.804671574422663,4.3858160972595215,0.0002732202992774,17.085533142089844,14.416161436517642,32.18946005090612
mistral-7b-instruct-v0.3_297.csv,84,4.375292637507387,3.5766568183898926,0.0136162871494889,14.771730422973633,12.37750212754094,27.108529624661273
mistral-7b-instruct-v0.3_298.csv,251,4.147474966359825,3.2454302310943604,7.412643026327714e-05,18.886207580566406,12.763922855843333,22.437853375238113
mistral-7b-instruct-v0.3_299.csv,148,3.470082632615231,2.447053551673889,0.0012186677195131,14.640624046325684,10.81484893075764,21.660581571673973
mistral-7b-instruct-v0.3_3.csv,131,4.023655149883738,3.4050772190093994,0.0004247736942488,15.373623847961426,11.146747482712268,20.10052302939625
mistral-7b-instruct-v0.3_30.csv,63,4.411116482811011,3.673597812652588,0.0008608579519204,14.827640533447266,14.049059501609094,25.207762998668045
mistral-7b-instruct-v0.3_31.csv,75,4.566693428570094,3.66460394859314,0.0010138499783352,17.49510383605957,13.909192003946039,29.908726589428053
mistral-7b-instruct-v0.3_32.csv,517,3.295825983407345,2.440697431564331,0.0001830011460697,13.915385246276855,9.005228553620581,16.516712708517325
mistral-7b-instruct-v0.3_33.csv,190,4.3782821900496955,3.1632606983184814,0.0001912573789013,34.18563461303711,21.689021718720007,51.741721218711646
mistral-7b-instruct-v0.3_34.csv,151,4.6595293368376325,3.937366247177124,0.0032166491728276,16.348665237426758,13.256732163658034,27.96125502184082
mistral-7b-instruct-v0.3_35.csv,226,4.208134403725158,3.5507144927978516,0.0002007177099585,22.07051086425781,13.146853136596858,29.915565625393285
mistral-7b-instruct-v0.3_36.csv,110,4.257240458609621,3.4078253507614136,0.001206963090226,19.90740394592285,13.472016266713252,28.96147573670752
mistral-7b-instruct-v0.3_37.csv,63,4.2433709699800515,3.3396620750427246,4.9531852710060775e-05,14.994793891906738,11.692998525443327,27.11950687371935
mistral-7b-instruct-v0.3_38.csv,85,4.051248574570191,2.930095911026001,0.0001470526622142,14.368735313415527,11.054652173328325,20.382727434034702
mistral-7b-instruct-v0.3_39.csv,93,4.959926402454155,3.911926031112671,0.0031843308825045,16.71636390686035,14.628634202007106,34.25913808636032
mistral-7b-instruct-v0.3_4.csv,129,4.865875344262145,3.9229233264923096,3.164515510434285e-05,18.938129425048828,16.382280103423817,31.656210276286572
mistral-7b-instruct-v0.3_40.csv,81,5.2352276357138,4.289941787719727,0.0011762387584894,13.021146774291992,15.450107031150567,29.604326638009855
mistral-7b-instruct-v0.3_41.csv,105,4.570706173538374,3.2890007495880127,0.0004637397651094,18.63229751586914,17.039343422018003,30.83921604094826
mistral-7b-instruct-v0.3_42.csv,110,3.9249689033617456,2.967889904975891,0.0004137635987717,14.781184196472168,11.944250969087564,18.898455918943807
mistral-7b-instruct-v0.3_43.csv,191,4.335887921049111,3.108043670654297,1.6166459317901172e-05,16.411497116088867,14.072399324612135,31.957301020478923
mistral-7b-instruct-v0.3_44.csv,84,3.8533414210659904,2.6326630115509033,0.0002677158336155,18.839031219482425,14.12745061656083,28.33938494836534
mistral-7b-instruct-v0.3_45.csv,197,4.2149099458909,3.29968810081482,0.0002534386876504,15.361966133117676,13.137316886254384,29.427917966575496
mistral-7b-instruct-v0.3_46.csv,162,3.8924471596272068,2.88889741897583,0.0003071077226195,14.331280708312988,10.557977014575588,20.00361688907604
mistral-7b-instruct-v0.3_47.csv,320,3.3277060232263693,2.4534497261047363,0.0001104170878534,15.504496574401855,9.593758071181437,18.34656700525126
mistral-7b-instruct-v0.3_48.csv,197,3.8558347821995755,2.859625577926636,0.0001461926585761,17.723913192749023,13.139220003691271,28.968770301530444
mistral-7b-instruct-v0.3_49.csv,147,4.278675607771777,3.847720146179199,0.0002251428522868,15.880308151245115,10.113418562766038,23.712790656865018
mistral-7b-instruct-v0.3_5.csv,244,3.8789530045499707,3.439758777618408,0.000116952942335,16.774005889892578,11.162315812053794,23.17058127413327
mistral-7b-instruct-v0.3_50.csv,282,3.494342005282293,2.6236590147018433,0.0002337433543289,16.127243041992188,10.755961474073331,21.373430142517645
mistral-7b-instruct-v0.3_51.csv,139,3.8369337192065713,2.9151980876922607,0.0008952754433266,19.19004440307617,10.907870248862542,19.372797643081306
mistral-7b-instruct-v0.3_52.csv,151,4.815628888866084,3.948520660400391,0.0002694359864108,18.658802032470703,16.699817999025054,29.99275849689652
mistral-7b-instruct-v0.3_53.csv,49,5.088498212092993,4.182982444763184,0.0753078982234001,18.50041389465332,13.303768796569608,33.48649637717528
mistral-7b-instruct-v0.3_54.csv,154,4.193381265584227,3.49358332157135,0.0002115541719831,17.105064392089844,12.547762403093554,22.96238058113944
mistral-7b-instruct-v0.3_55.csv,162,3.948039265937423,3.2301563024520874,0.0002306471724295,14.52708625793457,11.754424952644195,23.86856237960476
mistral-7b-instruct-v0.3_56.csv,104,4.112135405197198,2.6928199529647827,0.0005863219848833,14.987771034240724,16.084232410792502,30.997061592963778
mistral-7b-instruct-v0.3_57.csv,191,4.235581990953258,3.405263900756836,0.0001778410223778,17.08620834350586,12.594681019226181,30.739073951321853
mistral-7b-instruct-v0.3_58.csv,134,4.3713528957216194,4.015159487724304,0.0011845006374642,14.695489883422852,11.859936634607855,24.340162697561045
mistral-7b-instruct-v0.3_59.csv,293,4.1965074615263775,3.047719955444336,0.0002845733542926,23.44315719604492,16.718029485302335,38.06922117235888
mistral-7b-instruct-v0.3_6.csv,213,3.8070173357544927,2.9765069484710693,0.0002246268268208,16.72393798828125,11.621631077403785,28.03168987803548
mistral-7b-instruct-v0.3_60.csv,86,4.23104439678088,2.7945356369018555,2.8721387934638187e-05,17.36248016357422,16.374345218193795,28.18991317948312
mistral-7b-instruct-v0.3_61.csv,116,4.607313195017673,3.835522055625916,0.0009677269263193,15.447357177734377,15.008346282830734,37.30408980747239
